investor,startup,roundId,investmentType,amountUSD,date,year
Prime Venture Partners,HackerEarth,round_883,Private Equity,4500000.0,2017-04-12,2017
Beenext,HackerEarth,round_883,Private Equity,4500000.0,2017-04-12,2017
Beenos,HackerEarth,round_883,Private Equity,4500000.0,2017-04-12,2017
Digital Garage,HackerEarth,round_883,Private Equity,4500000.0,2017-04-12,2017
BizReach,HackerEarth,round_883,Private Equity,4500000.0,2017-04-12,2017
Blume Ventures,Squadrun,round_884,Private Equity,2100000.0,2017-04-12,2017
Contrarian Capital,Squadrun,round_884,Private Equity,2100000.0,2017-04-12,2017
91springboard,Squadrun,round_884,Private Equity,2100000.0,2017-04-12,2017
Emergent Ventures,Squadrun,round_884,Private Equity,2100000.0,2017-04-12,2017
Abstract Ventures,Squadrun,round_884,Private Equity,2100000.0,2017-04-12,2017
Anthill Ventures,Squadrun,round_884,Private Equity,2100000.0,2017-04-12,2017
Axilor Ventures,Squadrun,round_884,Private Equity,2100000.0,2017-04-12,2017
MAPE Advisory Group,Tinmen,round_885,Seed,,2017-04-12,2017
R Ramaraj,Tinmen,round_885,Seed,,2017-04-12,2017
Corvus Ventures,Tinmen,round_885,Seed,,2017-04-12,2017
Z Nation Lab,ScoutMyTrip,round_886,Seed,,2017-04-12,2017
Redcliffe Capital,SafetyKart,round_887,Private Equity,,2017-04-13,2017
Urrshila Kerkar,WeAreHolidays,round_888,Private Equity,7700000.0,2017-04-13,2017
SIMI Pacific Pte,Ola Cabs,round_889,Private Equity,260000000.0,2017-04-14,2017
mall Industries Development Bank of India (SIDBI),Myly,round_890,Seed,310000.0,2017-04-15,2017
Tolaram Inc,CrediHealth,round_891,Private Equity,1500000.0,2017-04-17,2017
Mountain Pine Capital,CrediHealth,round_891,Private Equity,1500000.0,2017-04-17,2017
Benori Ventures LLP,Navia Life Care,round_892,Seed,,2017-04-17,2017
Jacqueline Fernandez,Raw Pressery,round_893,Seed,,2017-04-17,2017
Nibhrant Shah,Snackible,round_894,Seed,175000.0,2017-04-17,2017
Anandbir Singh,Snackible,round_894,Seed,175000.0,2017-04-17,2017
Anirudh Sheth,Snackible,round_894,Seed,175000.0,2017-04-17,2017
Pratik Singhi,Snackible,round_894,Seed,175000.0,2017-04-17,2017
Vikram Mehta,Snackible,round_894,Seed,175000.0,2017-04-17,2017
Murali Nair,Snackible,round_894,Seed,175000.0,2017-04-17,2017
Gaurav Kachru,Be U Salons,round_895,Seed,620000.0,2017-04-17,2017
Sundeep Singh Sahni,Be U Salons,round_895,Seed,620000.0,2017-04-17,2017
Jatin Aneja,Be U Salons,round_895,Seed,620000.0,2017-04-17,2017
Arun Malhotra,Be U Salons,round_895,Seed,620000.0,2017-04-17,2017
Village Capital,Simulanis,round_896,Seed,,2017-04-17,2017
Anicut Capital,LendingKart,round_897,Private Equity,4650000.0,2017-04-17,2017
IndiaNivesh Venture Capital Fund,Innefu Security Consulting,round_898,Private Equity,2000000.0,2017-04-18,2017
Ideaspring Capital,Whodat,round_899,Private Equity,600000.0,2017-04-18,2017
Exfinity Venture Partners,Absentia VR,round_900,Private Equity,1250000.0,2017-04-18,2017
SIDBI Venture Capital Ltd,HolaChef,round_902,Private Equity,3000000.0,2017-04-20,2017
Kalaari Capital,HolaChef,round_902,Private Equity,3000000.0,2017-04-20,2017
Ankit Nagori,Wooplr,round_903,Private Equity,,2017-04-20,2017
Ravi Garikipati,Video Ken,round_904,Seed,1000000.0,2017-04-21,2017
Surot Chatterjee,Video Ken,round_904,Seed,1000000.0,2017-04-21,2017
Ashish Agrawal,Video Ken,round_904,Seed,1000000.0,2017-04-21,2017
LG Chandrasekhar,Video Ken,round_904,Seed,1000000.0,2017-04-21,2017
Sashi Reddi,Video Ken,round_904,Seed,1000000.0,2017-04-21,2017
Ligthbox Ventures II,Faasos,round_905,Private Equity,6300000.0,2017-04-24,2017
Lightbox Expansion Fund,Faasos,round_905,Private Equity,6300000.0,2017-04-24,2017
Sequoia Capital India,Faasos,round_905,Private Equity,6300000.0,2017-04-24,2017
RuNet South Asia,Faasos,round_905,Private Equity,6300000.0,2017-04-24,2017
RB Investments,Faasos,round_905,Private Equity,6300000.0,2017-04-24,2017
SoftBank Vision Fund,Oyo Rooms,round_906,Private Equity,250000000.0,2017-04-24,2017
Lightspeed Venture Partners,Oyo Rooms,round_906,Private Equity,250000000.0,2017-04-24,2017
Sequoia Capital India Advisors,Oyo Rooms,round_906,Private Equity,250000000.0,2017-04-24,2017
Greenoaks Capital Partners,Oyo Rooms,round_906,Private Equity,250000000.0,2017-04-24,2017
WGG International,Toppr,round_907,Private Equity,3200000.0,2017-04-24,2017
pi Ventures,Niramai,round_908,Seed,,2017-04-24,2017
Axilor Ventures,Niramai,round_908,Seed,,2017-04-24,2017
500 Startups,Niramai,round_908,Seed,,2017-04-24,2017
Binny Bansal,Niramai,round_908,Seed,,2017-04-24,2017
Arun Tadanki,The Office Pass,round_909,Seed,245000.0,2017-04-25,2017
Aditya Verma,The Office Pass,round_909,Seed,245000.0,2017-04-25,2017
Trifecta Capital,UrbanClap,round_910,Private Equity,3100000.0,2017-04-25,2017
Sequoia India,Awfis,round_911,Private Equity,20000000.0,2017-04-26,2017
Times Internet,Myra,round_912,Private Equity,,2017-04-26,2017
Matrix Partners,Myra,round_912,Private Equity,,2017-04-26,2017
DAH Beteiligungs GmbH,Flytxt,round_913,Private Equity,11000000.0,2017-04-26,2017
S. Xavier Britto,Howdy Ventures,round_914,Seed,1500000.0,2017-04-26,2017
Trifecta Capital,StalkBuyLove,round_915,Private Equity,1000000.0,2017-04-26,2017
Orios Ventures Partners,ZipGo,round_916,Private Equity,,2017-04-26,2017
Team Builder Ventures,ZipGo,round_916,Private Equity,,2017-04-26,2017
Omidyar Networks,ZipGo,round_916,Private Equity,,2017-04-26,2017
Agnus Capital,Scootsy,round_917,Private Equity,3600000.0,2017-04-27,2017
Khattar Holdings,Scootsy,round_917,Private Equity,3600000.0,2017-04-27,2017
GardX International,Autobix,round_918,Seed,,2017-04-27,2017
Cross Border Angels & Experts,eShiksha,round_919,Seed,,2017-04-27,2017
BlackSoil Capital Pvt. Ltd,iNurture,round_920,Private Equity,1500000.0,2017-04-27,2017
Accel Partners,Sepalika,round_921,Seed,750000.0,2017-04-28,2017
Poshika Financial Ecosystem,Mintwalk,round_922,Seed,,2017-04-28,2017
NB Ventures,Qriyo,round_923,Private Equity,,2017-04-29,2017
SoftBank Group Corp,Ola,round_924,Private Equity,330000000.0,2017-03-01,2017
Sequoia Capital India,Belong,round_925,Private Equity,10000000.0,2017-03-01,2017
Calcutta Angels Network (CAN),Seenit,round_926,Seed,,2017-03-01,2017
Augment Ventures,Seenit,round_926,Seed,,2017-03-01,2017
Vishwadeep Bajaj,Paalak,round_927,Seed,,2017-03-01,2017
Harsh Kundra,Paalak,round_927,Seed,,2017-03-01,2017
Nandkumar Rane,Paalak,round_927,Seed,,2017-03-01,2017
LN Buddharaju,Paalak,round_927,Seed,,2017-03-01,2017
Anupam Tyagi,Paalak,round_927,Seed,,2017-03-01,2017
Ventureast,Celes Care,round_928,Private Equity,1500000.0,2017-03-02,2017
Endiya Partners,Celes Care,round_928,Private Equity,1500000.0,2017-03-02,2017
Eight Roads Ventures,Celes Care,round_928,Private Equity,1500000.0,2017-03-02,2017
F-Prime Capital Partners,Celes Care,round_928,Private Equity,1500000.0,2017-03-02,2017
Ideaspring Capital,Karomi,round_929,Seed,500000.0,2017-03-02,2017
Lightspeed Venture Partners,Red Carpet,round_930,Private Equity,2500000.0,2017-03-02,2017
Langoor,Kreate Konnect,round_931,Seed,,2017-03-02,2017
Quona Capital,CreditMantri,round_932,Private Equity,7600000.0,2017-03-02,2017
Chandigarh Angels Network,Lets Endorse,round_933,Seed,,2017-03-03,2017
Social Alpha and other unnamed angel investors,Lets Endorse,round_933,Seed,,2017-03-03,2017
Bhupen Shah,Tydy,round_934,Seed,275000.0,2017-03-03,2017
Jayesh Parekh,Tydy,round_934,Seed,275000.0,2017-03-03,2017
Sanjay Sathe,Tydy,round_934,Seed,275000.0,2017-03-03,2017
Sandeep Aggarwal,Nactus,round_935,Seed,,2017-03-03,2017
Gautam Chhaochharia,Nactus,round_935,Seed,,2017-03-03,2017
R Balachandar,Nactus,round_935,Seed,,2017-03-03,2017
Bennett,Oho Shop,round_936,Private Equity,6700000.0,2017-03-03,2017
Coleman and Company Ltd,Oho Shop,round_936,Private Equity,6700000.0,2017-03-03,2017
Undisclosed angel investors,Emojifi,round_937,Seed,,2017-03-03,2017
Alibaba,Paytm Marketplace,round_938,Private Equity,200000000.0,2017-03-03,2017
CDC Group Plc,iGenetics,round_939,Private Equity,19500000.0,2017-03-04,2017
Atul Nishar,Juno Clinic,round_940,Seed,1200000.0,2017-03-06,2017
Aneesh Seth,Summerlabel,round_941,Seed,150000.0,2017-03-06,2017
Tushar Mittal,Summerlabel,round_941,Seed,150000.0,2017-03-06,2017
SIDBI Venture Capital Fund,PickMe,round_942,Private Equity,1790000.0,2017-03-06,2017
Accel Partners,Agrostar,round_943,Private Equity,10000000.0,2017-03-07,2017
Star India Pvt Ltd,Zapr,round_944,Private Equity,10000000.0,2017-03-07,2017
IDFC Parampara Early Stage Opportunities Fund,Data Resolve,round_945,Private Equity,1000000.0,2017-03-07,2017
National Science and Technology Entrepreneurship Development Board,Book Servicing,round_946,Seed,30000.0,2017-03-07,2017
IDG Ventures India,Blowhorn,round_947,Private Equity,3650000.0,2017-03-07,2017
Michael & Susan Dell Foundation,Blowhorn,round_947,Private Equity,3650000.0,2017-03-07,2017
Draper Associates,Blowhorn,round_947,Private Equity,3650000.0,2017-03-07,2017
Unitus Seed Fund,Blowhorn,round_947,Private Equity,3650000.0,2017-03-07,2017
Private Sector Banks (Debt Funding),Rivigo,round_948,Private Equity,15000000.0,2017-03-08,2017
IDG ventures,PipeCandy,round_949,Seed,1100000.0,2017-03-08,2017
Axilor Ventures,PipeCandy,round_949,Seed,1100000.0,2017-03-08,2017
Emergent Ventures,PipeCandy,round_949,Seed,1100000.0,2017-03-08,2017
Indian Angel Network,PipeCandy,round_949,Seed,1100000.0,2017-03-08,2017
Y Combinator,Supr Daily,round_950,Seed,120000.0,2017-03-08,2017
Kae Capital,Parentune,round_951,Private Equity,,2017-03-08,2017
SEGNEL Ventures,Parentune,round_951,Private Equity,,2017-03-08,2017
Deepak Gurnani,AppBrowzer,round_952,Seed,500000.0,2017-03-09,2017
Times Internet Ltd,MagicBricks,round_953,Private Equity,4500000.0,2017-03-09,2017
Indian Angel Network,PeeBuddy,round_954,Seed,443000.0,2017-03-10,2017
Singapore Angel Network,iOrderFresh,round_955,Seed,,2017-03-10,2017
Ideaspring Capital,Lavelle Networks,round_956,Seed,600000.0,2017-03-10,2017
Asuka,PropertyShare,round_957,Seed,,2017-03-10,2017
Pravega Ventures,PropertyShare,round_957,Seed,,2017-03-10,2017
BEENEXT,PropertyShare,round_957,Seed,,2017-03-10,2017
Cyber Carrier,MyDermacy,round_958,Private Equity,,2017-03-14,2017
Florintree,LatestOne,round_959,Private Equity,3350000.0,2017-03-15,2017
Mathew Cyriac,LatestOne,round_959,Private Equity,3350000.0,2017-03-15,2017
Chidambaram Palaniappan,LatestOne,round_959,Private Equity,3350000.0,2017-03-15,2017
Bharat Sheth,LatestOne,round_959,Private Equity,3350000.0,2017-03-15,2017
IDG Ventures,mPaani,round_961,Private Equity,1350000.0,2017-03-16,2017
Blume Ventures,mPaani,round_961,Private Equity,1350000.0,2017-03-16,2017
Saha Fund,mPaani,round_961,Private Equity,1350000.0,2017-03-16,2017
Puneet Gupta,ShilpMIS,round_962,Seed,,2017-03-16,2017
Nimitt Desai & Others,ShilpMIS,round_962,Seed,,2017-03-16,2017
GREE Ventures,POPxo,round_963,Private Equity,3100000.0,2017-03-16,2017
Kalaari Capital and IDG Ventures India,POPxo,round_963,Private Equity,3100000.0,2017-03-16,2017
Summit Media,POPxo,round_963,Private Equity,3100000.0,2017-03-16,2017
"Atul Goel, and Gurpreet Singh",POPxo,round_963,Private Equity,3100000.0,2017-03-16,2017
Sujeet Kumar,Fitso,round_964,Seed,200000.0,2017-03-16,2017
Bhupender Singh,Fitso,round_964,Seed,200000.0,2017-03-16,2017
Yashish Dhaiya,Fitso,round_964,Seed,200000.0,2017-03-16,2017
Indian Angel Network,FarMart,round_965,Seed,,2017-03-17,2017
"Microsoft, eBay",Flipkart,round_966,Private Equity,1400000000.0,2017-03-21,2017
Tencent Holdings,Flipkart,round_966,Private Equity,1400000000.0,2017-03-21,2017
Kalaari Capital,Airpay,round_967,Private Equity,3670000.0,2017-03-21,2017
Rakesh and Rajesh Jhunjhunwala,Airpay,round_967,Private Equity,3670000.0,2017-03-21,2017
L\\xe2\\x80\\x99Occitane,MyGlamm,round_968,Private Equity,5300000.0,2017-03-21,2017
Shripad Nadkarni,The Mons Co.,round_969,Seed,,2017-03-22,2017
Nandu Nandkishore,The Mons Co.,round_969,Seed,,2017-03-22,2017
Ravi Saxena,Haqdarshak,round_970,Seed,191000.0,2017-03-22,2017
Sandeep Raju,Haqdarshak,round_970,Seed,191000.0,2017-03-22,2017
Sequoia Capital,Ixigo,round_971,Private Equity,15000000.0,2017-03-23,2017
Kinzon Capital,Ixigo,round_971,Private Equity,15000000.0,2017-03-23,2017
FTV Capital,Markets and Markets,round_972,Private Equity,56000000.0,2017-03-23,2017
Zodius Capital,Markets and Markets,round_972,Private Equity,56000000.0,2017-03-23,2017
Ojas Ventures,Bizom,round_973,Seed,382000.0,2017-03-24,2017
Mahavir Sharma,BabyonBoard,round_974,Seed,,2017-03-24,2017
Vishal Jain,BabyonBoard,round_974,Seed,,2017-03-24,2017
Rohit Sethi,BabyonBoard,round_974,Seed,,2017-03-24,2017
Gaurav Luniya,BabyonBoard,round_974,Seed,,2017-03-24,2017
Carlyle Group,Delhivery,round_975,Private Equity,100000000.0,2017-03-24,2017
Tiger Global,Delhivery,round_975,Private Equity,100000000.0,2017-03-24,2017
Vikas Bajaj,Sport Flashes,round_976,Seed,,2017-03-27,2017
Amit Kharbanda,Sport Flashes,round_976,Seed,,2017-03-27,2017
Venture Catalysts,Fynd,round_977,Private Equity,500000.0,2017-03-28,2017
3one4 capital,Wigzo,round_978,Private Equity,,2017-03-28,2017
Brand Capital,DoneThing,round_979,Private Equity,300000.0,2017-03-28,2017
Ankit Gupta,Ithaka,round_981,Seed,325000.0,2017-03-29,2017
Puneet Motihar,Ithaka,round_981,Seed,325000.0,2017-03-29,2017
KStart Capital,perpule,round_982,Seed,650000.0,2017-03-29,2017
Verlinvest,Byju\\xe2\\x80\\x99s,round_983,Private Equity,,2017-03-29,2017
Mayfield India,Licious,round_984,Private Equity,10000000.0,2017-03-29,2017
3one4 Capital,Licious,round_984,Private Equity,10000000.0,2017-03-29,2017
Sistema Asia Fund,Licious,round_984,Private Equity,10000000.0,2017-03-29,2017
Neoplux Technology Fund,Licious,round_984,Private Equity,10000000.0,2017-03-29,2017
Vinod Martin,Medinfi,round_985,Seed,50000.0,2017-03-29,2017
Hemant Kaul,Medinfi,round_985,Seed,50000.0,2017-03-29,2017
Prof. Ram Kumar Kakani & Others,Medinfi,round_985,Seed,50000.0,2017-03-29,2017
JSW Ventures,Indus OS,round_986,Private Equity,,2017-03-30,2017
VenturEast,Indus OS,round_986,Private Equity,,2017-03-30,2017
Meher Roy,Emflux Motors,round_987,Seed,,2017-03-30,2017
Nikhil Arora,Emflux Motors,round_987,Seed,,2017-03-30,2017
Meet Kanodia,Emflux Motors,round_987,Seed,,2017-03-30,2017
Krit Sankalp,Emflux Motors,round_987,Seed,,2017-03-30,2017
Nitish Singh,Emflux Motors,round_987,Seed,,2017-03-30,2017
Risabh Gupta,Emflux Motors,round_987,Seed,,2017-03-30,2017
Om Chaudhry,Klinic App,round_988,Seed,,2017-03-30,2017
Malini Patel,Jhakaas,round_989,Seed,155000.0,2017-03-31,2017
Stelcore Management Services,Jhakaas,round_989,Seed,155000.0,2017-03-31,2017
Anjani Prasad,Jhakaas,round_989,Seed,155000.0,2017-03-31,2017
Samridhi Fund,Oriano Solar,round_990,Private Equity,3000000.0,2017-03-31,2017
Trifecta Capital,BigBasket,round_991,Private Equity,7000000.0,2017-03-31,2017
Intex Technologies,Rooter,round_992,Private Equity,,2017-03-31,2017
Satveer Thakral,FalconBrick,round_993,Seed,,2017-03-31,2017
LetsVenture,FalconBrick,round_993,Seed,,2017-03-31,2017
Mumbai Angels,FalconBrick,round_993,Seed,,2017-03-31,2017
B Capital Group,Icertis,round_994,Private Equity,25000000.0,2017-03-31,2017
Ignition Partners,Icertis,round_994,Private Equity,25000000.0,2017-03-31,2017
"Greycroft, e.ventures",Icertis,round_994,Private Equity,25000000.0,2017-03-31,2017
\\xc2\\xa0 Eight Roads Ventures,Icertis,round_994,Private Equity,25000000.0,2017-03-31,2017
Satya D Sinha,Stockroom.io,round_996,Seed,,2017-02-03,2017
Gyanendra Singh,Stockroom.io,round_996,Seed,,2017-02-03,2017
IFMR Capital Finance,Capital Float,round_997,Private Equity,2500000.0,2017-02-06,2017
Jaarvis Accelerator,iManageMyHotel,round_998,Seed,,2017-02-06,2017
Batlivala & Karani Securities,Inner Hour,round_999,Seed,450000.0,2017-02-07,2017
Venture Works,Inner Hour,round_999,Seed,450000.0,2017-02-07,2017
RB Investments,Travel Triangle,round_1000,Private Equity,10000000.0,2017-02-07,2017
SAIF Partners,Travel Triangle,round_1000,Private Equity,10000000.0,2017-02-07,2017
Bessemer Venture Partners,Travel Triangle,round_1000,Private Equity,10000000.0,2017-02-07,2017
Earlsfield Capital,Wandertrails,round_1001,Seed,1000000.0,2017-02-08,2017
pi Ventures,Zenatix,round_1002,Private Equity,1200000.0,2017-02-08,2017
Blume Ventures,Zenatix,round_1002,Private Equity,1200000.0,2017-02-08,2017
Temasek Holdings,Cartrade,round_1003,Private Equity,55000000.0,2017-02-08,2017
Japan Vyas,MindYourFleet,round_1004,Seed,,2017-02-08,2017
Tarun Adlakha,MindYourFleet,round_1004,Seed,,2017-02-08,2017
Facebook FB Start programme,Edurev,round_1005,Seed,40000.0,2017-02-08,2017
RB Investments,Voonik,round_1006,Private Equity,6000000.0,2017-02-09,2017
Sequoia Capital,Voonik,round_1006,Private Equity,6000000.0,2017-02-09,2017
Ganesh Natarajan,1Crowd,round_1007,Seed,,2017-02-09,2017
Sistema Asia Fund,Wooplr,round_1008,Private Equity,8000000.0,2017-02-09,2017
Amereus Group,Wooplr,round_1008,Private Equity,8000000.0,2017-02-09,2017
Helion Ventures,Wooplr,round_1008,Private Equity,8000000.0,2017-02-09,2017
Al Dhaheri family,48East,round_1009,Private Equity,500000.0,2017-02-10,2017
ThinQbate,Redesyn,round_1010,Seed,,2017-02-10,2017
Accel Partners,Sigtuple,round_1011,Private Equity,5800000.0,2017-02-13,2017
IDG Ventures,Sigtuple,round_1011,Private Equity,5800000.0,2017-02-13,2017
"Endiya Partners, pi Ventures",Sigtuple,round_1011,Private Equity,5800000.0,2017-02-13,2017
VH Capital,Sigtuple,round_1011,Private Equity,5800000.0,2017-02-13,2017
Axilor Partners,Sigtuple,round_1011,Private Equity,5800000.0,2017-02-13,2017
Vertex Ventures,Flutura,round_1012,Private Equity,7500000.0,2017-02-13,2017
Lumis Partners,Flutura,round_1012,Private Equity,7500000.0,2017-02-13,2017
Anil Jain & other HNIs,Wassup,round_1013,Private Equity,3200000.0,2017-02-13,2017
Kleiner Perkins,Better Mortgage,round_1014,Private Equity,15000000.0,2017-02-13,2017
Goldman Sachs,Better Mortgage,round_1014,Private Equity,15000000.0,2017-02-13,2017
Pine Brook,Better Mortgage,round_1014,Private Equity,15000000.0,2017-02-13,2017
Mohit Joshi & Others,Nurturey,round_1015,Seed,330000.0,2017-02-13,2017
Pravega Ventures,Fyle,round_1016,Seed,400000.0,2017-02-13,2017
Mahalingam K,GoBumpr,round_1017,Seed,300000.0,2017-02-14,2017
Girish Mathrubootham,GoBumpr,round_1017,Seed,300000.0,2017-02-14,2017
Infibeam,CCAvenue,round_1018,Private Equity,22400000.0,2017-02-14,2017
Vikram Sud,Connaizen,round_1019,Seed,,2017-02-14,2017
Vijay Shekhar Sharma,Innov8,round_1020,Seed,,2017-02-15,2017
Rajan Anandan,Innov8,round_1020,Seed,,2017-02-15,2017
Kunal Shah,Innov8,round_1020,Seed,,2017-02-15,2017
Girish Mathrubootham,Innov8,round_1020,Seed,,2017-02-15,2017
Punit Soni,Innov8,round_1020,Seed,,2017-02-15,2017
Anand Chandrasekaran,Innov8,round_1020,Seed,,2017-02-15,2017
Sunil Kalra,Innov8,round_1020,Seed,,2017-02-15,2017
Utsav Somani,Innov8,round_1020,Seed,,2017-02-15,2017
Vishal Gondal,Innov8,round_1020,Seed,,2017-02-15,2017
Vikram Limaye,Innov8,round_1020,Seed,,2017-02-15,2017
PayU,ZestMoney,round_1021,Private Equity,6500000.0,2017-02-15,2017
Ribbit Capital,ZestMoney,round_1021,Private Equity,6500000.0,2017-02-15,2017
Omidyar Network,ZestMoney,round_1021,Private Equity,6500000.0,2017-02-15,2017
Quake Capital,AirZaar,round_1022,Seed,350000.0,2017-02-15,2017
Shunwei Capital,Truebil,round_1023,Private Equity,3000000.0,2017-02-16,2017
Kalaari Capital Partners,YourStory,round_1024,Private Equity,3000000.0,2017-02-16,2017
Qualcomm,YourStory,round_1024,Private Equity,3000000.0,2017-02-16,2017
3ONE4 Capital Advisors,YourStory,round_1024,Private Equity,3000000.0,2017-02-16,2017
UC-RNT,YourStory,round_1024,Private Equity,3000000.0,2017-02-16,2017
SRI Capital,Imaginate,round_1025,Seed,500000.0,2017-02-17,2017
Aprameya Radhakrishna,The Ken,round_1026,Seed,400000.0,2017-02-17,2017
Deepak Natraj,The Ken,round_1026,Seed,400000.0,2017-02-17,2017
Girish Mathrubootham,The Ken,round_1026,Seed,400000.0,2017-02-17,2017
Mahesh Murthy,The Ken,round_1026,Seed,400000.0,2017-02-17,2017
Pallav Nadhani,The Ken,round_1026,Seed,400000.0,2017-02-17,2017
Pavan Ongole,The Ken,round_1026,Seed,400000.0,2017-02-17,2017
Sandeep Mathur,The Ken,round_1026,Seed,400000.0,2017-02-17,2017
Vijay Shekhar Sharma & Others,The Ken,round_1026,Seed,400000.0,2017-02-17,2017
