investor_a,investor_b,timesCoInvested
IFC,Intel Capital,1
Axon Partners,Intel Capital,1
Amazon,Fidelity Growth Partners,1
Amazon,Mousse Partners,1
Fidelity Growth Partners,Mousse Partners,1
Kunal Bahl,Rajan Anandan,1
Rajan Anandan,Rohit Bansal,1
Rahul Khanna,Rajan Anandan,1
Kunal Bahl,Rahul Khanna,1
Rahul Khanna,Rohit Bansal,1
Brand Capital,Gokul Jaykrishna,1
Rebright Partners,Tracxn Labs,1
Aneesh Reddy,Rebright Partners,1
Ajeet Khurana & others,Powai Lake Ventures,1
Hillhouse Capital,Sofina,1
Mangroves Capital Partners,Vikas Saxena,1
Globeinvestor,Powai Lake Ventures,1
Abhishekh Goyal,Powai Lake Ventures,1
Abhishekh Goyal,Globeinvestor,1
DSG Consumer Partners,Siddharth Parekh,1
Bertelsmann India,Tiger Global Management,1
Steadview Capital,Tiger Global Management,1
Liberty Media,Tiger Global Management,1
Mousse Partners,Tiger Global Management,1
Quilvest,Tiger Global Management,1
Bertelsmann India,Steadview Capital,1
Bertelsmann India,Liberty Media,1
Bertelsmann India,Mousse Partners,1
Bertelsmann India,Quilvest,1
Liberty Media,Steadview Capital,1
Mousse Partners,Steadview Capital,1
Quilvest,Steadview Capital,1
Liberty Media,Mousse Partners,1
Liberty Media,Quilvest,1
Mousse Partners,Quilvest,1
Big Data Investments B.V,Sunrise Capital GmBH,1
Amarpreet Sawhney,Helion Venture Partners,1
Deshpande Foundation,Helion Venture Partners,1
Fred Khosravi,Helion Venture Partners,1
Helion Venture Partners,Richard S. Braddock,1
Amarpreet Sawhney,Deshpande Foundation,1
Amarpreet Sawhney,Fred Khosravi,1
Amarpreet Sawhney,Richard S. Braddock,1
Deshpande Foundation,Fred Khosravi,1
Deshpande Foundation,Richard S. Braddock,1
Fred Khosravi,Richard S. Braddock,1
Mayfield,Saama Capital,1
Ashvin Chadha,Saama Capital,1
Saama Capital,Shailesh Mehta,1
Ashvin Chadha,Mayfield,1
Mayfield,Shailesh Mehta,1
Ashvin Chadha,Shailesh Mehta,1
Ratan Tata,Tiger Global Management,1
Nexus Venture Partners,Ratan Tata,1
Empire Angels,Sequoia Capital,1
NGP,Sequoia Capital,1
Empire Angels,NGP,1
Accel Partners,\\xc2\\xa0IvyCap Ventures,1
Dragoneer Investment Group,\\xc2\\xa0IvyCap Ventures,1
Accel Partners,Dragoneer Investment Group,1
Teruhide Sato,\\xc2\\xa0 Sandeep Aggarwal,1
Arvind Jha,\\xc2\\xa0Rajeev Saraf,1
R. Satya Narayanan,\\xc2\\xa0Rajeev Saraf,1
Arvind Jha,R. Satya Narayanan,1
Kumar Bansal,\\xc2\\xa0LetsVenture,1
Kshitij Jain,\\xc2\\xa0LetsVenture,1
Kshitij Jain,Kumar Bansal,1
Ritesh Veera,Singapore Angel Network,1
Orios Venture Partners,Ritesh Veera,1
Orios Venture Partners,Singapore Angel Network,1
Anand Chandrasekaran,Anupam Mittal,1
Anupam Mittal,Uday Shankar,1
Anupam Mittal,Chetan Bhagat,1
Anand Chandrasekaran,Uday Shankar,1
Anand Chandrasekaran,Chetan Bhagat,1
Chetan Bhagat,Uday Shankar,1
Pradyumna Dalmia,Sudhir Rao & Others,1
Manish Gandhi,Sumit Gandhi,1
Orios Venture Partners.,Tiger Global,1
Catamaran Ventures,New India Investment Corporation,1
Deepak Singh,Tracxn Labs,1
Mumbai Angels,Vriddhi Fund,1
Mumbai Angels,Others,1
Others,Vriddhi Fund,1
Flipkart,Tiger Global,1
Falcon Edge Capital,Meru Capital,1
Falcon Edge Capital,Ola,1
Falcon Edge Capital,Matrix Partners,1
DSG Consumer Partners,Falcon Edge Capital,1
Axis Bank,Falcon Edge Capital,1
Meru Capital,Ola,1
Matrix Partners,Meru Capital,1
DSG Consumer Partners,Meru Capital,1
Axis Bank,Meru Capital,1
Matrix Partners,Ola,1
DSG Consumer Partners,Ola,1
Axis Bank,Ola,1
DSG Consumer Partners,Matrix Partners,1
Axis Bank,Matrix Partners,1
Axis Bank,DSG Consumer Partners,1
AB Kinnevik,Falcon Edge Capital,1
AB Kinnevik,Coatue Management,1
Coatue Management,Falcon Edge Capital,1
\\xc2\\xa0 Manish Singhal,growX ventures,1
Goldman Sachs,Zodius Technology Fund,1
Bertelsmann India Investments Norwest Venture Partners.,Goldman Sachs,1
Bertelsmann India Investments Norwest Venture Partners.,Zodius Technology Fund,1
Accel Partners,Traxcn Labs & Others,1
Krishan Gupta & Others,Sandeep Parwal,1
IDG Ventures India,Omidyar Network,1
IDG Ventures India,Sherpalo Ventures,1
IDG Ventures India,\\xc2\\xa0 Mohandas Pai,1
Omidyar Network,Sherpalo Ventures,1
Omidyar Network,\\xc2\\xa0 Mohandas Pai,1
Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai,1
Malvinder and Shivinder Singh,Sachin and Binny Bansal,1
Gurpreet Singh & others,Sachin and Binny Bansal,1
Gurpreet Singh & others,Malvinder and Shivinder Singh,1
Paytm,SAIF Partners,1
Paytm,\\xc2\\xa0 Tiger Global Management & others,1
SAIF Partners,\\xc2\\xa0 Tiger Global Management & others,1
Beenos,Lightbox Ventures,1
Elliot Stechman,Gautam Sinha,1
Ambarish Ray,Elliot Stechman,1
Ambarish Ray,Gautam Sinha,1
YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna,1
Jai Choi,Kiyohiro Sugashita,1
Hirokazu,Jai Choi,1
Hirokazu,Kiyohiro Sugashita,1
DSG Consumer Partners,Saama Capital.,1
Anupam Mittal,Kae Capital,2
Blume Ventures,Ventureworks India,1
Batlivala & Karani Securities,Ventureworks India,1
Nikunj Jhaveri,Ventureworks India,1
Batlivala & Karani Securities,Blume Ventures,1
Blume Ventures,Nikunj Jhaveri,1
Batlivala & Karani Securities,Nikunj Jhaveri,1
Niraj Singh,Rajan Anandan,2
Rajan Anandan,Sachin Bhatia,1
Rajan Anandan,Singapore Angel Network & Aseem Vadehra,1
Niraj Singh,Sachin Bhatia,1
Niraj Singh,Singapore Angel Network & Aseem Vadehra,1
Sachin Bhatia,Singapore Angel Network & Aseem Vadehra,1
Sharad Sharma,Sunil Kalra,1
Amit Ranjan,Sharad Sharma,1
Rohan Malhotra,Sharad Sharma,1
Sharad Sharma,\\xc2\\xa0 Arjun Malhotra,1
Gautam Gandhi,Sharad Sharma,1
Rajan Anandan,Rohan Malhotra,1
Rajan Anandan,\\xc2\\xa0 Arjun Malhotra,1
Gautam Gandhi,Rajan Anandan,1
Amit Ranjan,Sunil Kalra,1
Rohan Malhotra,Sunil Kalra,1
Sunil Kalra,\\xc2\\xa0 Arjun Malhotra,1
Gautam Gandhi,Sunil Kalra,1
Amit Ranjan,Rohan Malhotra,1
Amit Ranjan,\\xc2\\xa0 Arjun Malhotra,1
Amit Ranjan,Gautam Gandhi,1
Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra,1
Gautam Gandhi,Rohan Malhotra,1
Gautam Gandhi,\\xc2\\xa0 Arjun Malhotra,1
Dr Paresh Doshi,Virendra Shahney,1
Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors,1
Fidelity Biosciences,Fidelity Growth Partners,1
Paytm,Snow Leopard,1
Natarajan Iyer,Rajesh Sawhney,1
Natarajan Iyer,\\xc2\\xa0 & other Angel investors.,1
Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.,1
Bessemer Venture,Future Fund,1
Capricorn Investment and IFC,Future Fund,1
Bessemer Venture,Capricorn Investment and IFC,1
Pawan Borle,SVP Fly Dubai & Others,1
Seedfund,Sequoia Capital,1
Arihant Patni,Vishal Khare,1
Arihant Patni,\\xc2\\xa0 Viswanath Ramachandran,1
Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran,1
Infuse Ventures,Low Carbon Enterprise Fund,1
Mahesh Pratapneni,Pallab Chatterjee & others,1
Mumbai Angels,Patni Family Office,1
Karan Maheshwari,Mumbai Angels,1
Jatin Aneja,Mumbai Angels,1
Kishor Ganji,Mumbai Angels,1
Mumbai Angels,Roopa Nath,1
Patni Family Office,Singapore Angel Network,1
Karan Maheshwari,Patni Family Office,1
Jatin Aneja,Patni Family Office,1
Kishor Ganji,Patni Family Office,1
Patni Family Office,Roopa Nath,1
Karan Maheshwari,Singapore Angel Network,1
Jatin Aneja,Singapore Angel Network,1
Kishor Ganji,Singapore Angel Network,1
Roopa Nath,Singapore Angel Network,1
Jatin Aneja,Karan Maheshwari,1
Karan Maheshwari,Kishor Ganji,1
Karan Maheshwari,Roopa Nath,1
Jatin Aneja,Kishor Ganji,1
Jatin Aneja,Roopa Nath,1
Kishor Ganji,Roopa Nath,1
Times Internet,Unitus Seed Fund,1
Asian Healthcare fund,LGT Group,1
LGT Group,Seedfund,1
Asian Healthcare fund,Seedfund,1
Gopal Srinivasan,Sashi Reddy,1
Amit Gupta,Gopal Srinivasan,1
Gopal Srinivasan,Pallav Nadhani,1
Amit Gupta,Sashi Reddy,1
Pallav Nadhani,Sashi Reddy,1
Faering Capital,Foundation Capital,1
Faering Capital,Inventus Capital Partners,1
Foundation Capital,Inventus Capital Partners,1
Bunny Bansal & other investors,Sachin Bansal,1
Blume Ventures,Kunal Bahl,1
Kunal Bahl,Phanindra Sama,1
Kunal Bahl,Raju Reddy,1
Blume Ventures,Rohit Bansal,1
Phanindra Sama,Rohit Bansal,1
Raju Reddy,Rohit Bansal,1
Blume Ventures,Raju Reddy,1
Phanindra Sama,Raju Reddy,1
Matrix Partners India,SAIF Partners,1
Holostik Group,YouWeCan Ventures,1
500 Startups,Holostik Group,1
Holostik Group,Vijay Shekhar Sharma,1
Holostik Group,Manish Kheterpal,1
Amit Patni,Holostik Group,1
500 Startups,YouWeCan Ventures,1
Vijay Shekhar Sharma,YouWeCan Ventures,1
Manish Kheterpal,YouWeCan Ventures,1
Amit Patni,YouWeCan Ventures,1
500 Startups,Vijay Shekhar Sharma,1
500 Startups,Manish Kheterpal,1
500 Startups,Amit Patni,1
Manish Kheterpal,Vijay Shekhar Sharma,1
Amit Patni,Vijay Shekhar Sharma,1
Amit Patni,Manish Kheterpal,1
Nexus Venture Partners,Nokia Growth Partners,1
Avalon Ventures,Nokia Growth Partners,1
Avalon Ventures,Nexus Venture Partners,1
Kae Capital,Sequoia Capital,1
Anupam Mittal,Sequoia Capital,1
Anshu Sharma,Mercury Fund,1
Mercury Fund,Pratyush Prasanna,1
Mercury Fund,Robert Winters & others,1
Anshu Sharma,Pratyush Prasanna,1
Anshu Sharma,Robert Winters & others,1
Pratyush Prasanna,Robert Winters & others,1
Development finance institution Belgian Investment Company,Oikocredit,1
Elevar Equity,IDG Ventures India,1
Accion Venture Lab,IDG Ventures India,1
Accion Venture Lab,Elevar Equity,1
SAIF Partners,\\xc2\\xa0 Accel Partners,1
Mohit Saxena,Naveen Tiwari,1
Naveen Tiwari,Piyush Shah,1
Manish Dugar,Naveen Tiwari,1
Amit Gupta,Mohit Saxena,1
Mohit Saxena,Piyush Shah,1
Manish Dugar,Mohit Saxena,1
Amit Gupta,Manish Dugar,1
Manish Dugar,Piyush Shah,1
Angie Mahtaney,Kanwaljit Singh,1
Angie Mahtaney,Manoj Varghese,1
Helion Ventures,Omidiyar Network,1
Blume Ventures and Ujama,Helion Ventures,1
Blume Ventures and Ujama,Omidiyar Network,1
Goldman Sachs,Rocket Internet,1
Anand Vijay,Nipun Dureja,1
Anand Vijay,Satyajit Heeralal,1
Anand Vijay,Keith Rodricks,1
Anand Vijay,Gaurav Lochan,1
Anand Vijay,Azmul Haque,1
Anand Vijay,Nikhil Bagri,1
Nipun Dureja,Satyajit Heeralal,1
Keith Rodricks,Nipun Dureja,1
Gaurav Lochan,Nipun Dureja,1
Azmul Haque,Nipun Dureja,1
Nikhil Bagri,Nipun Dureja,1
Keith Rodricks,Satyajit Heeralal,1
Gaurav Lochan,Satyajit Heeralal,1
Azmul Haque,Satyajit Heeralal,1
Nikhil Bagri,Satyajit Heeralal,1
Gaurav Lochan,Keith Rodricks,1
Azmul Haque,Keith Rodricks,1
Keith Rodricks,Nikhil Bagri,1
Azmul Haque,Gaurav Lochan,1
Gaurav Lochan,Nikhil Bagri,1
Azmul Haque,Nikhil Bagri,1
Amit Gupta,Rishi Vasudev,1
Rajiv Nayan,Rishi Vasudev,1
Amit Gupta,Rajiv Nayan,1
Multiples Alternate Asset Management,Tiger Global Management,1
Tiger Global Management,Times Internet,1
Multiples Alternate Asset Management,Nexus Venture Partners,1
Multiples Alternate Asset Management,Times Internet,1
Nexus Venture Partners,Times Internet,1
Fidelity Growth Partners India,SAIF Partners,1
Fidelity Growth Partners India,\\xc2\\xa0 Helion Ventures,1
SAIF Partners,\\xc2\\xa0 Helion Ventures,1
Beenos,S.Gopalakrishnan,1
Helion Venture Partners,Orios Venture Partners,1
Arun Chandra Mohan,Praveen Sinha,1
Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri,1
Rajan Anandan,Teru Sato,1
Aneesh Reddy,Rajan Anandan,1
Rajan Anandan,Venkatesh Valluri,1
Aneesh Reddy,Teru Sato,1
Teru Sato,Venkatesh Valluri,1
Aneesh Reddy,Venkatesh Valluri,1
Jay Sethuram,Phanindra Sama,1
Hemant Kanakia,Phanindra Sama,1
Phanindra Sama,Ravi Trivedi,1
Hemant Kanakia,Jay Sethuram,1
Jay Sethuram,Ravi Trivedi,1
Hemant Kanakia,Ravi Trivedi,1
Anoop Goyal,Kae Capital,1
Kae Capital,Mike Shah,1
Kae Capital,VA Sastry,1
Anoop Goyal,Mike Shah,1
Anoop Goyal,VA Sastry,1
Mike Shah,VA Sastry,1
Sanjay Venkat,Tim Chen,1
Nikunj Jain,Sol Primero,1
Nikunj Jain,Outbox Ventures,1
Rajan Anandan,Rajesh Sawheny,1
Amit Ranjan,Rajesh Sawheny,1
Niraj Singh,Rajesh Sawheny,1
AECAL,Rajesh Sawheny,1
MeraEvents.,Rajesh Sawheny,1
AECAL,Rajan Anandan,1
MeraEvents.,Rajan Anandan,1
Amit Ranjan,Niraj Singh,1
AECAL,Amit Ranjan,1
Amit Ranjan,MeraEvents.,1
AECAL,Niraj Singh,1
MeraEvents.,Niraj Singh,1
AECAL,MeraEvents.,1
Amit Tyagi,Sandeep Acharya & others,1
Investment AB Kinnevik,Tiger Global,1
Steadview Capital,Tiger Global,2
Investment AB Kinnevik,Steadview Capital,1
Jason Hirschhorn,Sequoia Capital,1
"Jarett Posner, and Amit Bhatiani",Sequoia Capital,1
"Jarett Posner, and Amit Bhatiani",Jason Hirschhorn,1
Ajit Surana,Sanjay Mehta,1
NEA Ventures,Silicon Valley Ventures,1
Silicon Valley Ventures,Valiant Capital,1
IDG Ventures India,Silicon Valley Ventures,1
Silicon Valley Ventures,\\xc2\\xa0 SAIF Partners,1
Silicon Valley Ventures,Vertex Ventures,1
NEA Ventures,Valiant Capital,1
IDG Ventures India,NEA Ventures,1
NEA Ventures,\\xc2\\xa0 SAIF Partners,1
NEA Ventures,Vertex Ventures,1
Valiant Capital,\\xc2\\xa0 SAIF Partners,1
IDG Ventures India,\\xc2\\xa0 SAIF Partners,1
Vertex Ventures,\\xc2\\xa0 SAIF Partners,1
Cisco Investments,Tree Line Asia,1
American Express,Tree Line Asia,1
American Express,Cisco Investments,1
Cisco Investments,Sequoia Capital,1
American Express,Sequoia Capital,1
DST Global,Steadview Capital,1
Accel Partners & Others,DST Global,1
Accel Partners & Others,Steadview Capital,1
Accel Partners & Others,Tiger Global,1
Ajai Chowdhry,Ashvin Chadha,1
Ajai Chowdhry,Yogesh Bansal,1
Ajai Chowdhry,\\nNitin Singhal & Others,1
Ashvin Chadha,Yogesh Bansal,1
Ashvin Chadha,\\nNitin Singhal & Others,1
Yogesh Bansal,\\nNitin Singhal & Others,1
Kanwaljit Singh,Shripad Nadkarni,1
Kanwaljit Singh,Sarvesh Shahra & Others,1
Sarvesh Shahra & Others,Shripad Nadkarni,1
Sequoia Capital,TR Capital,1
Steadview Capital,TR Capital,1
SAIF Partners,TR Capital,1
Kalaari Capital,TR Capital,1
India Quotient,Matrix Partners India,1
Helion Venture Partner,Powerhouse Ventures,1
GSF and Other angel investors,Helion Venture Partner,1
GSF and Other angel investors,Powerhouse Ventures,1
Accel Partners,Dragoneer Investment,2
Dragoneer Investment,Qualcomm Ventures,1
Dragoneer Investment,Times Internet,1
Accel Partners,Times Internet,1
Lightspeed Venture Partners,Tiger Global Management,1
PremjiInvest,Tiger Global,1
PremjiInvest,Ribbit Capital,1
Ribbit Capital,Tiger Global,1
Kunal Bahl,SAIF Partners,1
Rohit Bansal,SAIF Partners,1
Accel Partners,Kunal Bahl,1
Accel Partners,Rohit Bansal,1
Ascent Capital,Kalaari Capital,1
Deep Kalra,Sequoia Capital,1
Deep Kalra,Omidyar Network,1
Deep Kalra,Intel Capital & Kae Capital,1
Intel Capital & Kae Capital,Sequoia Capital,1
Intel Capital & Kae Capital,Omidyar Network,1
Google Capital & Accel Partners,Tiger Global,1
Michael & Susan Dell Foundation,Pearson Learning Fund,1
Kalaari Capital,Mayfield Ventures,2
Helion Ventures,Mayfield Ventures,1
Helion Ventures,Kalaari Capital,2
Nexus venture Partners,Sequoia Capital,1
GFC,Sequoia Capital,1
Lightspeed Ventures,Nexus venture Partners,1
GFC,Nexus venture Partners,1
GFC,Lightspeed Ventures,1
500 Startups,Version One Ventures,1
Nexus Venture Partners and Arena Ventures,Version One Ventures,1
500 Startups,Nexus Venture Partners and Arena Ventures,1
Rakesh Mathur,Vikas Taneja & others,1
Deepak Shahdadpuri,Gulpreet Kohli,1
Accel India,Accel US,1
Accel US,SAIF Partners.,1
Accel India,SAIF Partners.,1
Haresh Chawla,Oliphans Capital,1
Ah! Ventures,Calcutta Angels,1
Ah! Ventures,\\xc2\\xa0 91SpringBoard,1
Calcutta Angels,\\xc2\\xa0 91SpringBoard,1
Bessemer Ventures,Blume Ventures,1
Fidelity Growth Partners,Greycroft Partners,1
Alok Goel,Sumit Jain,1
Amit Agrawal,Sumit Jain,1
Sumit Jain,Vinay Goel,1
Gaurav Munjal,Sumit Jain,1
Ashish Dev Kapur,Sumit Jain,1
Alok Goel,Aprameya Radhakrishna,1
Amit Agrawal,Aprameya Radhakrishna,1
Aprameya Radhakrishna,Vinay Goel,1
Aprameya Radhakrishna,Gaurav Munjal,1
Aprameya Radhakrishna,Ashish Dev Kapur,1
Alok Goel,Rajan Anandan,1
Alok Goel,Amit Agrawal,1
Alok Goel,Vinay Goel,1
Alok Goel,Gaurav Munjal,1
Alok Goel,Ashish Dev Kapur,1
Amit Agrawal,Rajan Anandan,1
Rajan Anandan,Vinay Goel,1
Gaurav Munjal,Rajan Anandan,1
Ashish Dev Kapur,Rajan Anandan,1
Amit Agrawal,Vinay Goel,1
Amit Agrawal,Gaurav Munjal,1
Amit Agrawal,Ashish Dev Kapur,1
Gaurav Munjal,Vinay Goel,1
Ashish Dev Kapur,Vinay Goel,1
Ashish Dev Kapur,Gaurav Munjal,1
Helion Venture Partners,Kae Capital,1
IDG Ventures India,Maverick Capital,1
Alok Goel & others,Ashutosh Lawania,1
Madhukar Gangadi,Satish Reddy,1
Madhukar Gangadi,Srini Raju,1
Madhukar Gangadi,Srini Koppolu & SIDBI,1
Satish Reddy,Srini Raju,1
Satish Reddy,Srini Koppolu & SIDBI,1
Srini Koppolu & SIDBI,Srini Raju,1
Aneesh Reddy,Powai Lake Ventures,1
Ashish Kashyap,Powai Lake Ventures,1
Alok Mittal,Powai Lake Ventures,1
Aneesh Reddy,Ashish Kashyap,1
Alok Mittal,Aneesh Reddy,1
Alok Mittal,Ashish Kashyap,1
Accel Partners,Tiger Global,1
Alok Sharma,IAN Ventures,1
IAN Ventures,Kris Gopalakrishnan,1
IAN Ventures,Saurabh Srivastava,1
Ajai Chowdhry,IAN Ventures,1
Alok Sharma,Saurabh Srivastava,1
Ajai Chowdhry,Alok Sharma,1
Kris Gopalakrishnan,Saurabh Srivastava,1
Ajai Chowdhry,Kris Gopalakrishnan,1
Ajai Chowdhry,Saurabh Srivastava,1
Sequoia Capital.,Tiger Global,1
VentureEast,\\xc2\\xa0 Varaprasad Reddy,1
Powai Lake Ventures,Zishan Hayath,1
Abhishek Goyal,Powai Lake Ventures,1
Powai Lake Ventures,Sahil Barua,1
Abhishek Goyal,Zishan Hayath,1
Sahil Barua,Zishan Hayath,1
Abhishek Goyal,Sahil Barua,1
GSF,Kae Capital,1
Kae Capital,Teruhide Sato,1
GSF,Teruhide Sato,1
Lalit Mangal,Zishaan Hayath,1
Harpreet Singh Grover,Lalit Mangal,1
IDG Ventures,Naveen Tewari,1
IDG Ventures,Outbox Ventures,1
CA Media LP,\\xc2\\xa0 Start Media.,1
Arun Duggal,HT Media,1
JAFCO Asia,Keystone Group,1
Dragoneer Investment,JAFCO Asia,1
Accel Partners,JAFCO Asia,1
Dragoneer Investment,Keystone Group,1
Accel Partners,Keystone Group,1
Accion Venture Labs,Rianta Capital,1
Dr Faraz Naqvi,Dr Mushtaq Shah,1
Impact Investment Holding,Upaya Social Ventures,1
Greenoaks capital,Sequoia Capital,1
Greenoaks capital,LightSpeed Ventures,1
LightSpeed Ventures,Sequoia Capital,1
Indian Quotient,Tiger Global Management,1
Binny Bansal,Tiger Global Management,1
Binny Bansal,Indian Quotient,1
Kiran Bhat,Nick Adams,1
Family Pot Investments LLP,Nick Adams,1
Family Pot Investments LLP,Kiran Bhat,1
Matrix Partners,Tiger Global,1
Lightspeed Venture Partners,Tiger Global,1
Lightspeed Venture Partners,Matrix Partners,1
Nandan Nilekani,Rajiv Mody,1
Ajai Chowdhary,Nandan Nilekani,1
Ajai Chowdhary,Rajiv Mody,1
InterWest Partners,Trinity Ventures,1
Mohr Davidow Ventures,Trinity Ventures,1
Presidio Ventures,Trinity Ventures,1
InterWest Partners,Mohr Davidow Ventures,1
InterWest Partners,Presidio Ventures,1
Mohr Davidow Ventures,Presidio Ventures,1
Ru-Net,Zodius Capital,1
Zodius Capital,\\xc2\\xa0 Qualcomm Ventures,1
Kalaari Capital,Ru-Net,1
Ru-Net,\\xc2\\xa0 Qualcomm Ventures,1
Kalaari Capital,\\xc2\\xa0 Qualcomm Ventures,1
Rajiv Mehta,Sol Primero,1
Norwest Venture Partners,Temasek,1
Tiger Global,Times Internet,1
Tiger Global,Zodius Capital,1
Times Internet,Zodius Capital,1
Anand Vijay,Shashank Mehrotra & Others,1
Tybourne Capital,Valiant Capital,1
Sequoia Capital,Valiant Capital,1
RuNet and Sofina,Valiant Capital,1
Sequoia Capital,Tybourne Capital,1
RuNet and Sofina,Tybourne Capital,1
RuNet and Sofina,Sequoia Capital,1
Falcon Edge Capital,Matrix Partners India,1
Falcon Edge Capital,Sequoia Capital India and Omidyar Network,1
Matrix Partners India,Sequoia Capital India and Omidyar Network,1
Aspada,SAIF Partners,1
Aspada,Sequoia Capital,1
Karan Bajwa,Parvesh Bareja,1
Karan Bajwa,Sunjay Kapur,1
Parvesh Bareja,Sunjay Kapur,1
Amanpreet Bajaj,Parvesh Bareja,1
Amanpreet Bajaj,Sunjay Kapur,1
Matrix Partners,Nexus Venture Partners,2
Suresh Senapaty,TV Mohandas Pai,1
Srinivas Aluri,Srinivas Modukury,1
BS Nagesh,Srinivas Aluri,1
BS Nagesh,Srinivas Modukury,1
Rebright Partners,Tiger Global,1
Sachin and Binny Bansal,Tiger Global,1
Rebright Partners,Sachin and Binny Bansal,1
Calcutta Angels,Venture Nursery Angels Mumbai Angels,1
DA-IICT,Techstars,1
Carnegie Mellon University,DA-IICT,1
DA-IICT,Startup Brasil program,1
Carnegie Mellon University,Techstars,1
Startup Brasil program,Techstars,1
Carnegie Mellon University,Startup Brasil program,1
Ranjan Pai,Sequoia Capital,1
Mohandas Pai & others,Sequoia Capital,1
Mohandas Pai & others,Ranjan Pai,1
InterGlobe Technology Quotient,Lantern Capital,1
Fulcrum Ventures,SAIF Partners,1
Bijou Kurien,Unitus Seed Fund\\nNarayan Ramachandran,1
Amit Ranjan,Deepinder Goyal,1
Amit Ranjan,Zishaan Hayath,1
Amit Ranjan,Powai Lake Ventures,1
Deepinder Goyal,Zishaan Hayath,1
Deepinder Goyal,Powai Lake Ventures,1
Powai Lake Ventures,Zishaan Hayath,1
T V Mohandas Pai,V Balakrishnan,2
BC Prabhakar,V Balakrishnan,1
BC Prabhakar,T V Mohandas Pai,1
Rajat Jain,Sumit Jain,1
Sanjay Bhasin,Sumit Jain,1
Rajat Jain,Sanjay Bhasin,1
Kris Gopalakrishnan,Nagaraja Prakasam,1
IDG Ventures India,Jungle Ventures,1
IDG Ventures India,India Quotient.,1
India Quotient.,Jungle Ventures,1
TPG Growth,TR Capital,1
IDG Ventures,TR Capital,1
Sudhakar Reddy,Venkat Vallabhneni,1
Srinivasa Rao Paturi,Venkat Vallabhneni,1
Srinivasa Rao Paturi,Sudhakar Reddy,1
DeNA Co.,Japan & Teruhide Sato (in Addition to MKS Switzerland & Kris GopalKrishnan),1
Rohan Ajila,Tom Clausen,1
Haldyn Glass,Tom Clausen,1
Haldyn Glass,Rohan Ajila,1
Anupam Mittal,Manish Vij,1
Anupam Mittal,Prashant Tandon,1
Anupam Mittal,Gaurav Agarwal,1
Akash Agarwal,Anupam Mittal,1
Anupam Mittal,Himanshu Aggarwal,1
Anupam Mittal,Kevin Parikh,1
Manish Vij,Prashant Tandon,1
Gaurav Agarwal,Manish Vij,1
Akash Agarwal,Manish Vij,1
Himanshu Aggarwal,Manish Vij,1
Kevin Parikh,Manish Vij,1
Akash Agarwal,Prashant Tandon,1
Himanshu Aggarwal,Prashant Tandon,1
Kevin Parikh,Prashant Tandon,1
Akash Agarwal,Gaurav Agarwal,1
Gaurav Agarwal,Himanshu Aggarwal,1
Gaurav Agarwal,Kevin Parikh,1
Akash Agarwal,Himanshu Aggarwal,1
Akash Agarwal,Kevin Parikh,1
Himanshu Aggarwal,Kevin Parikh,1
Jungle Ventures,Redbright Partners,1
Blume Ventures,Redbright Partners,1
Ashish Tiwari,Devesh Sachdev,1
Nikhil Vora,Rohit Bansal,1
Kunal Bahl,Nikhil Vora,1
Inventus Capital,IvyCap Ventures,1
Helion Venture Partners,JS Capital,1
Capricorn Investment Group,JS Capital,1
Capricorn Investment Group,Helion Venture Partners,1
Blume Ventures,GWB Group,1
Mohit Saxena,Rajan Anandan,1
Rajan Anandan,TNN Capital & IIG,1
Mike Galgon,Mohit Saxena,1
Mike Galgon,TNN Capital & IIG,1
Ashim Mehra,Mohit Saxena,1
Ashim Mehra,TNN Capital & IIG,1
Mohit Saxena,Ravi Gururaj,1
Mohit Saxena,TNN Capital & IIG,1
Ravi Gururaj,TNN Capital & IIG,1
Rajan Anandan,Shankar Mahadevan,1
Deep Kalra & Others,Rajan Anandan,1
Deep Kalra & Others,Shankar Mahadevan,1
Kalaari Capital,Mayfield India,1
Helion Ventures,Mayfield India,1
